Date : 2024-07-16 19:50:36
Directory : c:\Users\TheF0x\Documents\GitHub\Graduation-Project
Total : 10361 files,  2768946 codes, 239865 comments, 515251 blanks, all 3524062 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\verifpal.py                                                                                           | Python           |         57 |          0 |          9 |         66 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\vip.py                                                                                                | Python           |        128 |          6 |         17 |        151 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\vyper.py                                                                                              | Python           |         96 |         16 |         29 |        141 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\web.py                                                                                                | Python           |         19 |          1 |          5 |         25 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\webassembly.py                                                                                        | Python           |        107 |          0 |         13 |        120 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\webidl.py                                                                                             | Python           |        283 |          6 |         10 |        299 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\webmisc.py                                                                                            | Python           |        841 |         53 |        113 |      1,007 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\wgsl.py                                                                                               | Python           |        340 |         40 |         27 |        407 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\whiley.py                                                                                             | Python           |         76 |         20 |         20 |        116 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\wowtoc.py                                                                                             | Python           |         79 |         21 |         21 |        121 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\wren.py                                                                                               | Python           |         71 |         10 |         18 |         99 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\x10.py                                                                                                | Python           |         54 |          0 |         13 |         67 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\xorg.py                                                                                               | Python           |         29 |          0 |         10 |         39 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\yang.py                                                                                               | Python           |         81 |          5 |         18 |        104 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\yara.py                                                                                               | Python           |         61 |          0 |          9 |         70 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\lexers\zig.py                                                                                                | Python           |         95 |          7 |         24 |        126 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\modeline.py                                                                                                  | Python           |         32 |          0 |         12 |         44 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\plugin.py                                                                                                    | Python           |         45 |          4 |         24 |         73 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\regexopt.py                                                                                                  | Python           |         66 |         13 |         13 |         92 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\scanner.py                                                                                                   | Python           |         89 |          0 |         16 |        105 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\sphinxext.py                                                                                                 | Python           |        198 |          0 |         50 |        248 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\style.py                                                                                                     | Python           |        155 |         19 |         30 |        204 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\__init__.py                                                                                           | Python           |         45 |          5 |         12 |         62 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\_mapping.py                                                                                           | Python           |         51 |          2 |          2 |         55 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\abap.py                                                                                               | Python           |         23 |          0 |         10 |         33 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\algol.py                                                                                              | Python           |         45 |          0 |         21 |         66 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\algol_nu.py                                                                                           | Python           |         45 |          0 |         21 |         66 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\arduino.py                                                                                            | Python           |         84 |          0 |         17 |        101 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\autumn.py                                                                                             | Python           |         51 |          0 |         17 |         68 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\borland.py                                                                                            | Python           |         41 |          0 |         13 |         54 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\bw.py                                                                                                 | Python           |         37 |          0 |         16 |         53 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\coffee.py                                                                                             | Python           |         70 |          0 |         11 |         81 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\colorful.py                                                                                           | Python           |         67 |          0 |         17 |         84 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\default.py                                                                                            | Python           |         59 |          2 |         16 |         77 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\dracula.py                                                                                            | Python           |         67 |          0 |         24 |         91 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\emacs.py                                                                                              | Python           |         60 |          0 |         16 |         76 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\friendly.py                                                                                           | Python           |         61 |          0 |         16 |         77 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\friendly_grayscale.py                                                                                 | Python           |         64 |          0 |         17 |         81 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\fruity.py                                                                                             | Python           |         37 |          0 |         11 |         48 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\gh_dark.py                                                                                            | Python           |         86 |          4 |         24 |        114 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\gruvbox.py                                                                                            | Python           |         90 |          0 |         29 |        119 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\igor.py                                                                                               | Python           |         23 |          0 |         10 |         33 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\inkpot.py                                                                                             | Python           |         55 |          0 |         18 |         73 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\lightbulb.py                                                                                          | Python           |         97 |          0 |         14 |        111 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\lilypond.py                                                                                           | Python           |         47 |          4 |         12 |         63 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\lovelace.py                                                                                           | Python           |         82 |          0 |         19 |        101 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\manni.py                                                                                              | Python           |         62 |          0 |         18 |         80 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\material.py                                                                                           | Python           |        104 |          0 |         21 |        125 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\monokai.py                                                                                            | Python           |         91 |          1 |         21 |        113 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\murphy.py                                                                                             | Python           |         67 |          0 |         16 |         83 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\native.py                                                                                             | Python           |         54 |          0 |         17 |         71 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\nord.py                                                                                               | Python           |        123 |          0 |         34 |        157 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\onedark.py                                                                                            | Python           |         45 |          0 |         19 |         64 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\paraiso_dark.py                                                                                       | Python           |        102 |          1 |         22 |        125 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\paraiso_light.py                                                                                      | Python           |        102 |          1 |         22 |        125 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\pastie.py                                                                                             | Python           |         61 |          0 |         18 |         79 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\perldoc.py                                                                                            | Python           |         55 |          0 |         19 |         74 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\rainbow_dash.py                                                                                       | Python           |         73 |          0 |         23 |         96 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\rrt.py                                                                                                | Python           |         29 |          0 |         11 |         40 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\sas.py                                                                                                | Python           |         37 |          0 |         10 |         47 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\solarized.py                                                                                          | Python           |        117 |          0 |         28 |        145 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\staroffice.py                                                                                         | Python           |         22 |          0 |         10 |         32 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\stata_dark.py                                                                                         | Python           |         32 |          0 |         11 |         43 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\stata_light.py                                                                                        | Python           |         33 |          0 |         10 |         43 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\tango.py                                                                                              | Python           |        110 |          8 |         26 |        144 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\trac.py                                                                                               | Python           |         50 |          0 |         17 |         67 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\vim.py                                                                                                | Python           |         51 |          0 |         17 |         68 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\vs.py                                                                                                 | Python           |         30 |          0 |         12 |         42 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\xcode.py                                                                                              | Python           |         37 |          2 |         15 |         54 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\styles\zenburn.py                                                                                            | Python           |         63 |          0 |         21 |         84 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\token.py                                                                                                     | Python           |        165 |         12 |         38 |        215 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\unistring.py                                                                                                 | Python           |         94 |          6 |         54 |        154 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pygments\util.py                                                                                                      | Python           |        263 |          5 |         57 |        325 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pylab.py                                                                                                              | Python           |          3 |          0 |          1 |          4 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\__init__.py                                                                                                 | Python           |        271 |         26 |         29 |        326 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\actions.py                                                                                                  | Python           |        146 |          8 |         53 |        207 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\common.py                                                                                                   | Python           |        318 |         39 |         83 |        440 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\core.py                                                                                                     | Python           |      4,742 |        292 |      1,054 |      6,088 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\diagram\__init__.py                                                                                         | Python           |        517 |         59 |         81 |        657 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\exceptions.py                                                                                               | Python           |        230 |          9 |         62 |        301 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\helpers.py                                                                                                  | Python           |        859 |         42 |        178 |      1,079 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\results.py                                                                                                  | Python           |        628 |         26 |        144 |        798 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\testing.py                                                                                                  | Python           |        290 |         10 |         46 |        346 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\unicode.py                                                                                                  | Python           |        300 |          5 |         50 |        355 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pyparsing\util.py                                                                                                     | Python           |        207 |         13 |         58 |        278 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythoncom.py                                                                                                          | Python           |          2 |          1 |          2 |          5 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\app\basictimerapp.py                                                                            | Python           |        201 |         10 |         48 |        259 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\app\customprint.py                                                                              | Python           |        147 |          7 |         33 |        187 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\app\demoutils.py                                                                                | Python           |         42 |          1 |         23 |         66 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\app\dlgappdemo.py                                                                               | Python           |         30 |          8 |         14 |         52 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\app\dojobapp.py                                                                                 | Python           |         37 |         11 |         25 |         73 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\app\helloapp.py                                                                                 | Python           |         23 |         21 |         10 |         54 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\cmdserver.py                                                                                    | Python           |         82 |         11 |         24 |        117 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\createwin.py                                                                                    | Python           |         81 |          8 |         26 |        115 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\demoutils.py                                                                                    | Python           |         43 |          1 |         24 |         68 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\dibdemo.py                                                                                      | Python           |         48 |         13 |         13 |         74 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\dlgtest.py                                                                                      | Python           |         86 |         36 |         24 |        146 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\dyndlg.py                                                                                       | Python           |         65 |         20 |         20 |        105 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\fontdemo.py                                                                                     | Python           |         45 |         24 |         18 |         87 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\guidemo.py                                                                                      | Python           |         70 |          4 |         13 |         87 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\hiertest.py                                                                                     | Python           |         94 |         10 |         35 |        139 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\menutest.py                                                                                     | Python           |         10 |          1 |          3 |         14 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\objdoc.py                                                                                       | Python           |         35 |          7 |         16 |         58 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\ocx\__init__.py                                                                                 | Python           |          0 |          0 |          1 |          1 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\ocx\demoutils.py                                                                                | Python           |         43 |          1 |         24 |         68 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\ocx\flash.py                                                                                    | Python           |         70 |          7 |         19 |         96 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\ocx\msoffice.py                                                                                 | Python           |         96 |         25 |         32 |        153 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\ocx\ocxserialtest.py                                                                            | Python           |        103 |          9 |         22 |        134 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\ocx\ocxtest.py                                                                                  | Python           |        174 |         22 |         55 |        251 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\ocx\webbrowser.py                                                                               | Python           |         53 |          4 |         16 |         73 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\openGLDemo.py                                                                                   | Python           |        276 |         11 |         84 |        371 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\progressbar.py                                                                                  | Python           |         68 |         21 |         17 |        106 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\sliderdemo.py                                                                                   | Python           |         52 |         12 |         13 |         77 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\splittst.py                                                                                     | Python           |         57 |          8 |         15 |         80 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\threadedgui.py                                                                                  | Python           |        137 |         15 |         38 |        190 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\Demos\toolbar.py                                                                                      | Python           |         73 |         13 |         21 |        107 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\IDLE.cfg                                                                                              | Properties       |         14 |          8 |          8 |         30 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\__init__.py                                                                                           | Python           |          3 |          5 |          3 |         11 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\debugger\__init__.py                                                                                  | Python           |         87 |         13 |         40 |        140 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\debugger\configui.py                                                                                  | Python           |         27 |          1 |          7 |         35 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\debugger\dbgcon.py                                                                                    | Python           |         21 |          1 |         11 |         33 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\debugger\dbgpyapp.py                                                                                  | Python           |         26 |         10 |         13 |         49 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\debugger\debugger.py                                                                                  | Python           |        849 |         94 |        163 |      1,106 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\debugger\fail.py                                                                                      | Python           |         29 |         10 |         16 |         55 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\default.cfg                                                                                           | Properties       |        116 |         56 |         44 |        216 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\dialogs\__init__.py                                                                                   | Python           |          0 |          0 |          1 |          1 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\dialogs\ideoptions.py                                                                                 | Python           |        110 |          8 |         22 |        140 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\dialogs\list.py                                                                                       | Python           |        119 |          1 |         24 |        144 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\dialogs\login.py                                                                                      | Python           |        121 |          7 |         29 |        157 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\dialogs\status.py                                                                                     | Python           |        175 |         15 |         53 |        243 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\docking\DockingBar.py                                                                                 | Python           |        548 |         40 |         92 |        680 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\docking\__init__.py                                                                                   | Python           |          0 |          0 |          1 |          1 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\__init__.py                                                                                 | Python           |          0 |          0 |          1 |          1 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\app.py                                                                                      | Python           |        331 |         56 |         71 |        458 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\bitmap.py                                                                                   | Python           |         98 |         36 |         31 |        165 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\cmdline.py                                                                                  | Python           |         47 |          2 |          8 |         57 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\dbgcommands.py                                                                              | Python           |        147 |         12 |         31 |        190 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\dlgappcore.py                                                                               | Python           |         49 |          7 |         20 |         76 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\editor\ModuleBrowser.py                                                                     | Python           |        191 |          3 |         42 |        236 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\editor\__init__.py                                                                          | Python           |         34 |         52 |         21 |        107 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\editor\color\__init__.py                                                                    | Python           |          0 |          0 |          1 |          1 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\editor\color\coloreditor.py                                                                 | Python           |        528 |         56 |         81 |        665 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\editor\configui.py                                                                          | Python           |        234 |         27 |         48 |        309 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\editor\document.py                                                                          | Python           |        306 |         35 |         38 |        379 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\editor\editor.py                                                                            | Python           |        371 |         69 |         77 |        517 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\editor\frame.py                                                                             | Python           |         39 |         24 |         12 |         75 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\editor\template.py                                                                          | Python           |         44 |          3 |         14 |         61 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\editor\vss.py                                                                               | Python           |         68 |         20 |         17 |        105 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\help.py                                                                                     | Python           |        129 |         15 |         30 |        174 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\interact.py                                                                                 | Python           |        759 |        108 |        119 |        986 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\intpyapp.py                                                                                 | Python           |        395 |         74 |         87 |        556 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\intpydde.py                                                                                 | Python           |         41 |          7 |         13 |         61 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\mdi_pychecker.py                                                                            | Python           |        699 |         74 |         77 |        850 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\scriptutils.py                                                                              | Python           |        554 |         58 |         77 |        689 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\sgrepmdi.py                                                                                 | Python           |        653 |         36 |         70 |        759 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\startup.py                                                                                  | Python           |         31 |         33 |         17 |         81 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\stdin.py                                                                                    | Python           |        148 |          6 |         23 |        177 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\toolmenu.py                                                                                 | Python           |        215 |         25 |         45 |        285 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\window.py                                                                                   | Python           |          8 |          3 |          4 |         15 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\framework\winout.py                                                                                   | Python           |        429 |         69 |         97 |        595 |
| c:\Users\TheF0x\Documents\GitHub\Graduation-Project\venv\Lib\site-packages\pythonwin\pywin\idle\AutoExpand.py                                                                                    | Python           |         80 |          5 |         11 |         96 |
